date,type,description
2030-01-05,WEEKEND,Saturday
2030-01-11,WEEKEND,Friday
2030-01-12,WEEKEND,Saturday
2030-01-18,WEEKEND,Friday
2030-01-19,WEEKEND,Saturday
2030-01-25,WEEKEND,Friday
2030-01-26,WEEKEND,Saturday
2030-02-01,WEEKEND,Friday
2030-02-02,WEEKEND,Saturday
2030-02-04,CLOSED,Eid al-Fitr
2030-02-05,CLOSED,Eid al-Fitr
2030-02-06,CLOSED,Eid al-Fitr
2030-02-07,CLOSED,Eid al-Fitr
2030-02-08,CLOSED,Eid al-Fitr
2030-02-09,CLOSED,Eid al-Fitr
2030-02-15,WEEKEND,Friday
2030-02-16,WEEKEND,Saturday
2030-02-22,CLOSED,Saudi Founding Day
2030-02-23,WEEKEND,Saturday
2030-03-01,WEEKEND,Friday
2030-03-02,WEEKEND,Saturday
2030-03-08,WEEKEND,Friday
2030-03-09,WEEKEND,Saturday
2030-03-15,WEEKEND,Friday
2030-03-16,WEEKEND,Saturday
2030-03-22,WEEKEND,Friday
2030-03-23,WEEKEND,Saturday
2030-03-29,WEEKEND,Friday
2030-03-30,WEEKEND,Saturday
2030-04-05,WEEKEND,Friday
2030-04-06,WEEKEND,Saturday
2030-04-12,WEEKEND,Friday
2030-04-13,CLOSED,Eid al-Adha
2030-04-14,CLOSED,Eid al-Adha
2030-04-15,CLOSED,Eid al-Adha
2030-04-16,CLOSED,Eid al-Adha
2030-04-19,WEEKEND,Friday
2030-04-20,WEEKEND,Saturday
2030-04-26,WEEKEND,Friday
2030-04-27,WEEKEND,Saturday
2030-05-03,WEEKEND,Friday
2030-05-04,WEEKEND,Saturday
2030-05-10,WEEKEND,Friday
2030-05-11,WEEKEND,Saturday
2030-05-17,WEEKEND,Friday
2030-05-18,WEEKEND,Saturday
2030-05-24,WEEKEND,Friday
2030-05-25,WEEKEND,Saturday
2030-05-31,WEEKEND,Friday
2030-06-01,WEEKEND,Saturday
2030-06-07,WEEKEND,Friday
2030-06-08,WEEKEND,Saturday
2030-06-14,WEEKEND,Friday
2030-06-15,WEEKEND,Saturday
2030-06-21,WEEKEND,Friday
2030-06-22,WEEKEND,Saturday
2030-06-28,WEEKEND,Friday
2030-06-29,WEEKEND,Saturday
2030-07-05,WEEKEND,Friday
2030-07-06,WEEKEND,Saturday
2030-07-12,WEEKEND,Friday
2030-07-13,WEEKEND,Saturday
2030-07-19,WEEKEND,Friday
2030-07-20,WEEKEND,Saturday
2030-07-26,WEEKEND,Friday
2030-07-27,WEEKEND,Saturday
2030-08-02,WEEKEND,Friday
2030-08-03,WEEKEND,Saturday
2030-08-09,WEEKEND,Friday
2030-08-10,WEEKEND,Saturday
2030-08-16,WEEKEND,Friday
2030-08-17,WEEKEND,Saturday
2030-08-23,WEEKEND,Friday
2030-08-24,WEEKEND,Saturday
2030-08-30,WEEKEND,Friday
2030-08-31,WEEKEND,Saturday
2030-09-06,WEEKEND,Friday
2030-09-07,WEEKEND,Saturday
2030-09-13,WEEKEND,Friday
2030-09-14,WEEKEND,Saturday
2030-09-20,WEEKEND,Friday
2030-09-21,WEEKEND,Saturday
2030-09-23,CLOSED,Saudi National Day
2030-09-27,WEEKEND,Friday
2030-09-28,WEEKEND,Saturday
2030-10-04,WEEKEND,Friday
2030-10-05,WEEKEND,Saturday
2030-10-11,WEEKEND,Friday
2030-10-12,WEEKEND,Saturday
2030-10-18,WEEKEND,Friday
2030-10-19,WEEKEND,Saturday
2030-10-25,WEEKEND,Friday
2030-10-26,WEEKEND,Saturday
2030-11-01,WEEKEND,Friday
2030-11-02,WEEKEND,Saturday
2030-11-08,WEEKEND,Friday
2030-11-09,WEEKEND,Saturday
2030-11-15,WEEKEND,Friday
2030-11-16,WEEKEND,Saturday
2030-11-22,WEEKEND,Friday
2030-11-23,WEEKEND,Saturday
2030-11-29,WEEKEND,Friday
2030-11-30,WEEKEND,Saturday
2030-12-06,WEEKEND,Friday
2030-12-07,WEEKEND,Saturday
2030-12-13,WEEKEND,Friday
2030-12-14,WEEKEND,Saturday
2030-12-20,WEEKEND,Friday
2030-12-21,WEEKEND,Saturday
2030-12-27,WEEKEND,Friday
2030-12-28,WEEKEND,Saturday
