date,type,description,key,source_module,observed_from,close_time,status
2013-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2013-03-29,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2013-04-01,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2013-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2013-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve,module:euronext_christmas_eve_lisbon,,13:00,CONFIRMED
2013-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2013-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2013-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve,module:euronext_new_years_eve_lisbon,,13:00,CONFIRMED
2014-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2014-04-18,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2014-04-21,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2014-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2014-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2014-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2014-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2014-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2015-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2015-04-03,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2015-04-06,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2015-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2015-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2015-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2015-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2015-12-31,CLOSED,Market Holiday (New Year's Eve),euronext_special_closure,module:euronext_special_closures,,,CONFIRMED
2016-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2016-03-25,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2016-03-28,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2016-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2016-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2016-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2017-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2017-04-14,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2017-04-17,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2017-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2017-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2017-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2018-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2018-03-30,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2018-04-02,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2018-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2018-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2018-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2018-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2018-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2019-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2019-04-19,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2019-04-22,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2019-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2019-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2019-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2019-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2019-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2020-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2020-04-10,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2020-04-13,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2020-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2020-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2020-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2020-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2020-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2021-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2021-04-02,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2021-04-05,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2021-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2021-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2021-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2021-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2021-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2022-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2022-04-15,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2022-04-18,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2022-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2022-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2022-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2023-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2023-04-07,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2023-04-10,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2023-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2023-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2023-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2024-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2024-03-29,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2024-04-01,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2024-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2024-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2024-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2024-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2024-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2025-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2025-04-18,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2025-04-21,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2025-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2025-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2025-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2025-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2025-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2026-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2026-04-03,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2026-04-06,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2026-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2026-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2026-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2026-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2026-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2027-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2027-03-26,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2027-03-29,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2027-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2027-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2027-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2027-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2027-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2028-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2028-04-14,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2028-04-17,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2028-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2028-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2028-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2029-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2029-03-30,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2029-04-02,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2029-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2029-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2029-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2029-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2029-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
2030-01-01,CLOSED,New Year's Day,euronext_new_years_day,module:euronext_new_years_day,,,CONFIRMED
2030-04-19,CLOSED,Good Friday,euronext_good_friday,module:euronext_good_friday,,,CONFIRMED
2030-04-22,CLOSED,Easter Monday,euronext_easter_monday,module:euronext_easter_monday,,,CONFIRMED
2030-05-01,CLOSED,Labour Day,euronext_labour_day,module:euronext_labour_day,,,CONFIRMED
2030-12-24,EARLY_CLOSE,Christmas Eve (half trading day),euronext_christmas_eve_1405,module:euronext_christmas_eve_lisbon,,13:05,CONFIRMED
2030-12-25,CLOSED,Christmas Day,euronext_christmas,module:euronext_christmas,,,CONFIRMED
2030-12-26,CLOSED,Boxing Day,euronext_boxing_day,module:euronext_boxing_day,,,CONFIRMED
2030-12-31,EARLY_CLOSE,New Year's Eve (half trading day),euronext_new_years_eve_1405,module:euronext_new_years_eve_lisbon,,13:05,CONFIRMED
